pair,key,layer_idx,rel_depth,sub_module,shape,fro_delta,sigma_1_delta,stable_rank_delta,effective_rank_top64_delta,top_align_with_W_LLM
qwen25,model.layers.14.self_attn.q_proj.weight,14,0.5185185185185185,self_attn.q_proj,,42.13323974609375,3.384244680404663,154.99803744961199,58.15469044607584,0.07541342079639435
qwen25,model.layers.14.self_attn.v_proj.weight,14,0.5185185185185185,self_attn.v_proj,,8.1605224609375,0.6741799712181091,146.5157243592681,61.26490674742425,0.007777872029691935
qwen25,model.layers.15.mlp.down_proj.weight,15,0.5555555555555556,mlp.down_proj,,80.06806945800781,2.5417776107788086,992.3014242303792,62.252867908479615,0.15529552102088928
qwen25,model.layers.15.mlp.gate_proj.weight,15,0.5555555555555556,mlp.gate_proj,,85.98806762695312,5.156859874725342,278.03899969507245,57.06994769255262,0.04443155974149704
qwen25,model.layers.15.mlp.up_proj.weight,15,0.5555555555555556,mlp.up_proj,,82.41932678222656,3.7851738929748535,474.11801072916506,59.556589054035896,0.06671519577503204
qwen25,model.layers.15.self_attn.k_proj.weight,15,0.5555555555555556,self_attn.k_proj,,13.731544494628906,1.7623873949050903,60.70661552872733,57.48761089099188,0.05185495316982269
qwen25,model.layers.15.self_attn.o_proj.weight,15,0.5555555555555556,self_attn.o_proj,,28.328968048095703,1.8787771463394165,227.35838291102093,58.658082139745886,0.033592648804187775
qwen25,model.layers.15.self_attn.q_proj.weight,15,0.5555555555555556,self_attn.q_proj,,41.43178939819336,3.655364990234375,128.47123081798384,54.873897746882214,0.11103728413581848
qwen25,model.layers.15.self_attn.v_proj.weight,15,0.5555555555555556,self_attn.v_proj,,8.903668403625488,0.7383289933204651,145.42467727580333,61.152334276392736,0.02656208537518978
qwen25,model.layers.16.mlp.down_proj.weight,16,0.5925925925925926,mlp.down_proj,,81.71562194824219,2.608409881591797,981.428142978349,62.10681375736698,0.20079705119132996
qwen25,model.layers.16.mlp.gate_proj.weight,16,0.5925925925925926,mlp.gate_proj,,86.54411315917969,5.066462993621826,291.7865803498547,57.57287126150322,0.052065473049879074
qwen25,model.layers.16.mlp.up_proj.weight,16,0.5925925925925926,mlp.up_proj,,83.54598999023438,3.6779730319976807,515.981508863114,60.06501225021116,0.09862801432609558
qwen25,model.layers.16.self_attn.k_proj.weight,16,0.5925925925925926,self_attn.k_proj,,13.176844596862793,1.5191107988357544,75.2391613571204,58.507487609952406,0.21957148611545563
qwen25,model.layers.16.self_attn.o_proj.weight,16,0.5925925925925926,self_attn.o_proj,,27.55521011352539,1.4852274656295776,344.2084361880106,60.957014404105585,0.02203785628080368
qwen25,model.layers.16.self_attn.q_proj.weight,16,0.5925925925925926,self_attn.q_proj,,41.37117385864258,3.42053484916687,146.28764496009447,57.438536546940725,0.0015661953948438168
qwen25,model.layers.16.self_attn.v_proj.weight,16,0.5925925925925926,self_attn.v_proj,,8.541542053222656,0.6612367033958435,166.86246799576668,61.629107368902496,0.027651546522974968
qwen25,model.layers.17.mlp.down_proj.weight,17,0.6296296296296297,mlp.down_proj,,81.9341812133789,2.710662841796875,913.6486803172747,61.75015379204715,0.025589313358068466
qwen25,model.layers.17.mlp.gate_proj.weight,17,0.6296296296296297,mlp.gate_proj,,86.64331817626953,5.087579250335693,290.03324216536265,57.614889500083024,0.05213768407702446
qwen25,model.layers.17.mlp.up_proj.weight,17,0.6296296296296297,mlp.up_proj,,83.65057373046875,3.5828537940979004,545.1043848341429,60.281930695653514,0.06413354724645615
qwen25,model.layers.17.self_attn.k_proj.weight,17,0.6296296296296297,self_attn.k_proj,,12.373403549194336,1.428162932395935,75.06246822781905,59.10089358379615,0.3983524441719055
qwen25,model.layers.17.self_attn.o_proj.weight,17,0.6296296296296297,self_attn.o_proj,,29.2823486328125,1.5445919036865234,359.40515823272676,61.1868399391342,0.0031758341938257217
qwen25,model.layers.17.self_attn.q_proj.weight,17,0.6296296296296297,self_attn.q_proj,,40.460811614990234,2.983410596847534,183.92599932228384,58.447090558667114,0.030372608453035355
qwen25,model.layers.17.self_attn.v_proj.weight,17,0.6296296296296297,self_attn.v_proj,,8.711174011230469,0.6690136194229126,169.54440411648915,62.04278988859616,0.014656796120107174
qwen25,model.layers.18.mlp.down_proj.weight,18,0.6666666666666666,mlp.down_proj,,79.95664978027344,2.7203805446624756,863.8729132344473,61.60425093987032,0.12413734942674637
qwen25,model.layers.18.mlp.gate_proj.weight,18,0.6666666666666666,mlp.gate_proj,,86.82675170898438,5.1011643409729,289.7133296251976,57.38977775037468,0.06151954084634781
qwen25,model.layers.18.mlp.up_proj.weight,18,0.6666666666666666,mlp.up_proj,,84.5134048461914,3.756108045578003,506.26166691235437,59.847590160163925,0.026684172451496124
qwen25,model.layers.18.self_attn.k_proj.weight,18,0.6666666666666666,self_attn.k_proj,,12.119491577148438,1.4538531303405762,69.49086707084504,57.60420352523276,0.2455844283103943
qwen25,model.layers.18.self_attn.o_proj.weight,18,0.6666666666666666,self_attn.o_proj,,27.321748733520508,1.5577248334884644,307.63482628213876,59.34519529914281,0.09255320578813553
qwen25,model.layers.18.self_attn.q_proj.weight,18,0.6666666666666666,self_attn.q_proj,,40.9652214050293,4.934624195098877,68.91637813447629,50.121720654957684,0.05023873224854469
qwen25,model.layers.18.self_attn.v_proj.weight,18,0.6666666666666666,self_attn.v_proj,,7.90857458114624,0.6070968508720398,169.69946333677444,61.91928016699729,0.006115416996181011
qwen25,model.layers.19.mlp.down_proj.weight,19,0.7037037037037037,mlp.down_proj,,78.24262237548828,2.635491371154785,881.3808258893774,61.84654277875915,0.09993873536586761
qwen25,model.layers.19.mlp.gate_proj.weight,19,0.7037037037037037,mlp.gate_proj,,86.27317810058594,5.481863498687744,247.68240674319824,56.23538925876628,0.13054075837135315
qwen25,model.layers.19.mlp.up_proj.weight,19,0.7037037037037037,mlp.up_proj,,84.11256408691406,3.988518476486206,444.73215197319246,59.378596328353936,0.09349848330020905
qwen25,model.layers.19.self_attn.k_proj.weight,19,0.7037037037037037,self_attn.k_proj,,11.368284225463867,1.2196907997131348,86.87410641090342,59.47284314614183,0.2957460284233093
qwen25,model.layers.19.self_attn.o_proj.weight,19,0.7037037037037037,self_attn.o_proj,,26.501012802124023,1.4730678796768188,323.65284145925045,60.45672121686019,0.13202795386314392
qwen25,model.layers.19.self_attn.q_proj.weight,19,0.7037037037037037,self_attn.q_proj,,39.599334716796875,4.594231128692627,74.29337692338248,50.83642808478089,0.2504257559776306
qwen25,model.layers.19.self_attn.v_proj.weight,19,0.7037037037037037,self_attn.v_proj,,7.905898094177246,0.5667397975921631,194.59649006734796,62.03959486564349,0.01733005978167057
qwen25,model.layers.2.mlp.down_proj.weight,2,0.07407407407407407,mlp.down_proj,,63.907039642333984,8.692831039428711,54.04741455905743,31.77951098648532,0.19391535222530365
qwen25,model.layers.2.mlp.gate_proj.weight,2,0.07407407407407407,mlp.gate_proj,,78.36128234863281,8.229796409606934,90.66191443910799,48.366275145629295,0.09075485169887543
qwen25,model.layers.2.mlp.up_proj.weight,2,0.07407407407407407,mlp.up_proj,,72.57832336425781,9.846833229064941,54.32762222480053,40.7166420996432,0.04272818937897682
qwen25,model.layers.2.self_attn.k_proj.weight,2,0.07407407407407407,self_attn.k_proj,,14.975183486938477,1.977492332458496,57.3475261764631,57.016308738126796,0.049248650670051575
qwen25,model.layers.2.self_attn.o_proj.weight,2,0.07407407407407407,self_attn.o_proj,,30.457857131958008,2.0621447563171387,218.1526003399007,58.429925317124805,0.01944076642394066
qwen25,model.layers.2.self_attn.q_proj.weight,2,0.07407407407407407,self_attn.q_proj,,41.11509323120117,3.768435001373291,119.03659649847897,55.74473394763001,0.2796092927455902
qwen25,model.layers.2.self_attn.v_proj.weight,2,0.07407407407407407,self_attn.v_proj,,8.836254119873047,0.7635380029678345,133.92913961844243,61.26858774439093,0.07058543711900711
qwen25,model.layers.20.mlp.down_proj.weight,20,0.7407407407407407,mlp.down_proj,,77.0813217163086,2.650859832763672,845.5217363879331,61.748122136488014,0.0538778118789196
qwen25,model.layers.20.mlp.gate_proj.weight,20,0.7407407407407407,mlp.gate_proj,,84.71996307373047,5.203379154205322,265.09441010804926,56.534095801940886,0.1299518644809723
qwen25,model.layers.20.mlp.up_proj.weight,20,0.7407407407407407,mlp.up_proj,,83.7746353149414,3.966287136077881,446.12523436588526,59.162191936251354,0.09499241411685944
qwen25,model.layers.20.self_attn.k_proj.weight,20,0.7407407407407407,self_attn.k_proj,,11.066320419311523,1.3063567876815796,71.7600725857483,58.36181566983425,0.6072285771369934
qwen25,model.layers.20.self_attn.o_proj.weight,20,0.7407407407407407,self_attn.o_proj,,29.46613121032715,1.4962279796600342,387.8382987297216,60.80188039814674,0.03702656179666519
qwen25,model.layers.20.self_attn.q_proj.weight,20,0.7407407407407407,self_attn.q_proj,,38.30058288574219,3.100623846054077,152.58526678054233,57.73096947577698,0.05260799452662468
qwen25,model.layers.20.self_attn.v_proj.weight,20,0.7407407407407407,self_attn.v_proj,,8.768959999084473,0.8131166696548462,116.3028745101003,60.92069201819424,0.001992512494325638
qwen25,model.layers.21.mlp.down_proj.weight,21,0.7777777777777778,mlp.down_proj,,75.18589782714844,2.5707223415374756,855.3865881482168,61.777955909773844,0.10086993873119354
qwen25,model.layers.21.mlp.gate_proj.weight,21,0.7777777777777778,mlp.gate_proj,,84.0734634399414,5.045602321624756,277.6462689954669,56.91007753324237,0.2365580052137375
qwen25,model.layers.21.mlp.up_proj.weight,21,0.7777777777777778,mlp.up_proj,,83.21035766601562,3.8625686168670654,464.09016228190154,59.564768468525784,0.11446622014045715
qwen25,model.layers.21.self_attn.k_proj.weight,21,0.7777777777777778,self_attn.k_proj,,11.03576946258545,1.159292221069336,90.61902716121382,59.71122209771394,0.13799796998500824
qwen25,model.layers.21.self_attn.o_proj.weight,21,0.7777777777777778,self_attn.o_proj,,29.502538681030273,1.5560405254364014,359.4818514634378,61.132363140064626,0.12474480271339417
qwen25,model.layers.21.self_attn.q_proj.weight,21,0.7777777777777778,self_attn.q_proj,,39.56955337524414,3.0877978801727295,164.21944018523365,58.25768875675956,0.08559975773096085
qwen25,model.layers.21.self_attn.v_proj.weight,21,0.7777777777777778,self_attn.v_proj,,8.730384826660156,0.6876400709152222,161.19234816924757,61.70017681138169,0.01948707550764084
qwen25,model.layers.22.mlp.down_proj.weight,22,0.8148148148148148,mlp.down_proj,,74.2724380493164,2.9086525440216064,652.0361431399672,60.76162301573734,0.011562593281269073
qwen25,model.layers.22.mlp.gate_proj.weight,22,0.8148148148148148,mlp.gate_proj,,82.76541137695312,5.307923793792725,243.1355131600128,55.74983776408053,0.429207444190979
qwen25,model.layers.22.mlp.up_proj.weight,22,0.8148148148148148,mlp.up_proj,,82.6728744506836,4.086331844329834,409.31608501306545,59.25160281746437,0.028170982375741005
qwen25,model.layers.22.self_attn.k_proj.weight,22,0.8148148148148148,self_attn.k_proj,,11.238762855529785,1.0686057806015015,110.61193163926012,60.74974508300719,0.03622078895568848
qwen25,model.layers.22.self_attn.o_proj.weight,22,0.8148148148148148,self_attn.o_proj,,34.013389587402344,1.66363525390625,418.0070410408397,61.050418647334524,0.009169531986117363
qwen25,model.layers.22.self_attn.q_proj.weight,22,0.8148148148148148,self_attn.q_proj,,41.041748046875,2.7599241733551025,221.1349559441204,60.2499751015654,0.011949778534471989
qwen25,model.layers.22.self_attn.v_proj.weight,22,0.8148148148148148,self_attn.v_proj,,10.321935653686523,0.7645235061645508,182.2806669952957,62.049180428138534,0.050879113376140594
qwen25,model.layers.23.mlp.down_proj.weight,23,0.8518518518518519,mlp.down_proj,,73.31581115722656,3.1846225261688232,530.0042625015035,59.5257843311925,0.04262611269950867
qwen25,model.layers.23.mlp.gate_proj.weight,23,0.8518518518518519,mlp.gate_proj,,81.62202453613281,6.255565643310547,170.24781780125517,52.50264715048723,0.6013074517250061
qwen25,model.layers.23.mlp.up_proj.weight,23,0.8518518518518519,mlp.up_proj,,82.15142059326172,4.40842866897583,347.26620383849405,58.45230243326538,0.15341126918792725
qwen25,model.layers.23.self_attn.k_proj.weight,23,0.8518518518518519,self_attn.k_proj,,12.327903747558594,1.1896998882293701,107.37511159598907,60.431213809454675,0.012818758375942707
qwen25,model.layers.23.self_attn.o_proj.weight,23,0.8518518518518519,self_attn.o_proj,,33.43883514404297,1.820908546447754,337.22985192607774,61.17403294588804,0.022458622232079506
qwen25,model.layers.23.self_attn.q_proj.weight,23,0.8518518518518519,self_attn.q_proj,,42.70683670043945,2.8838188648223877,219.3102105227684,59.50540803150568,0.007393182720988989
qwen25,model.layers.23.self_attn.v_proj.weight,23,0.8518518518518519,self_attn.v_proj,,11.226154327392578,0.8299283981323242,182.97036977488494,62.139339361855484,0.011262187734246254
qwen25,model.layers.24.mlp.down_proj.weight,24,0.8888888888888888,mlp.down_proj,,74.7094955444336,3.4261722564697266,475.4810573815396,59.680308935529084,0.04354160279035568
qwen25,model.layers.24.mlp.gate_proj.weight,24,0.8888888888888888,mlp.gate_proj,,79.6141357421875,5.5825090408325195,203.38620821931272,54.38866340369519,0.4472433030605316
qwen25,model.layers.24.mlp.up_proj.weight,24,0.8888888888888888,mlp.up_proj,,81.3550796508789,4.824813365936279,284.32059026771935,57.3036682090858,0.30158495903015137
qwen25,model.layers.24.self_attn.k_proj.weight,24,0.8888888888888888,self_attn.k_proj,,11.768062591552734,1.147415041923523,105.18864516781231,60.46834002167957,0.04165800288319588
qwen25,model.layers.24.self_attn.o_proj.weight,24,0.8888888888888888,self_attn.o_proj,,36.08599090576172,2.2144370079040527,265.5526312684266,60.28733493481295,0.23892605304718018
qwen25,model.layers.24.self_attn.q_proj.weight,24,0.8888888888888888,self_attn.q_proj,,42.365386962890625,2.8809401988983154,216.24888065094834,59.82245385453933,0.14304211735725403
qwen25,model.layers.24.self_attn.v_proj.weight,24,0.8888888888888888,self_attn.v_proj,,11.872106552124023,0.9273156523704529,163.90809043322267,61.82083220808167,0.009336496703326702
qwen25,model.layers.25.mlp.down_proj.weight,25,0.9259259259259259,mlp.down_proj,,78.45098876953125,3.3888766765594482,535.9019207064164,60.203910719146364,0.005236833356320858
qwen25,model.layers.25.mlp.gate_proj.weight,25,0.9259259259259259,mlp.gate_proj,,77.82612609863281,5.483426094055176,201.44052191224955,54.08879513251404,0.29453933238983154
qwen25,model.layers.25.mlp.up_proj.weight,25,0.9259259259259259,mlp.up_proj,,82.2823486328125,5.549275875091553,219.85721764858144,55.31912800324057,0.3053222894668579
qwen25,model.layers.25.self_attn.k_proj.weight,25,0.9259259259259259,self_attn.k_proj,,11.908547401428223,1.2255061864852905,94.42490650214135,60.33239869600086,0.0039720358327031136
qwen25,model.layers.25.self_attn.o_proj.weight,25,0.9259259259259259,self_attn.o_proj,,36.617889404296875,2.2979230880737305,253.93095147397406,59.48691080496787,0.39850619435310364
qwen25,model.layers.25.self_attn.q_proj.weight,25,0.9259259259259259,self_attn.q_proj,,42.54665756225586,2.805368423461914,230.01231392311774,59.53322143147642,0.03358935937285423
qwen25,model.layers.25.self_attn.v_proj.weight,25,0.9259259259259259,self_attn.v_proj,,12.995105743408203,1.040233850479126,156.0621807499946,61.98870377859122,0.09860573709011078
qwen25,model.layers.26.mlp.down_proj.weight,26,0.9629629629629629,mlp.down_proj,,81.65615844726562,4.012450695037842,414.15076821717145,57.561946050275665,0.06319639086723328
qwen25,model.layers.26.mlp.gate_proj.weight,26,0.9629629629629629,mlp.gate_proj,,81.64710998535156,4.842550277709961,284.27152335954423,56.09392999623936,0.31343182921409607
qwen25,model.layers.26.mlp.up_proj.weight,26,0.9629629629629629,mlp.up_proj,,84.36481475830078,6.18177604675293,186.24995638494008,54.340006058172264,0.2938913404941559
qwen25,model.layers.26.self_attn.k_proj.weight,26,0.9629629629629629,self_attn.k_proj,,11.582170486450195,1.1758607625961304,97.02152786786475,60.46903203087329,0.058278992772102356
qwen25,model.layers.26.self_attn.o_proj.weight,26,0.9629629629629629,self_attn.o_proj,,36.598915100097656,2.697099208831787,184.13764324382495,57.79310667199741,0.3379012644290924
qwen25,model.layers.26.self_attn.q_proj.weight,26,0.9629629629629629,self_attn.q_proj,,41.80003356933594,3.115751028060913,179.98145861465358,58.449125085430346,0.07652857899665833
qwen25,model.layers.26.self_attn.v_proj.weight,26,0.9629629629629629,self_attn.v_proj,,15.866506576538086,1.462864637374878,117.63981935523027,60.99210785143303,0.0065485406666994095
qwen25,model.layers.27.mlp.down_proj.weight,27,1.0,mlp.down_proj,,78.69237518310547,5.730532646179199,188.57118306167428,54.642218057966424,0.18168315291404724
qwen25,model.layers.27.mlp.gate_proj.weight,27,1.0,mlp.gate_proj,,80.41741943359375,7.329533576965332,120.37812870032243,45.66690880814791,0.6938284635543823
qwen25,model.layers.27.mlp.up_proj.weight,27,1.0,mlp.up_proj,,82.26172637939453,8.188374519348145,100.92534502183155,46.416846219701235,0.3908935487270355
qwen25,model.layers.27.self_attn.k_proj.weight,27,1.0,self_attn.k_proj,,12.723858833312988,1.3381948471069336,90.40635875370255,59.939637412455994,0.052429959177970886
qwen25,model.layers.27.self_attn.o_proj.weight,27,1.0,self_attn.o_proj,,34.213138580322266,3.7856268882751465,81.67896345915291,51.42643843668519,0.49386337399482727
qwen25,model.layers.27.self_attn.q_proj.weight,27,1.0,self_attn.q_proj,,42.48678970336914,4.837514877319336,77.13708214945115,51.53485413105647,0.3139776885509491
qwen25,model.layers.27.self_attn.v_proj.weight,27,1.0,self_attn.v_proj,,18.125450134277344,3.276691436767578,30.598948965756808,48.98545225166455,0.008709527552127838
qwen25,model.layers.3.mlp.down_proj.weight,3,0.1111111111111111,mlp.down_proj,,73.25345611572266,4.482728958129883,267.0369001535337,54.15149200622499,0.8238941431045532
qwen25,model.layers.3.mlp.gate_proj.weight,3,0.1111111111111111,mlp.gate_proj,,86.23722839355469,4.303642749786377,401.52921940221796,58.593226800457394,0.2638227045536041
qwen25,model.layers.3.mlp.up_proj.weight,3,0.1111111111111111,mlp.up_proj,,80.50801086425781,3.551682472229004,513.8187272443529,59.86231735017297,0.6404653787612915
qwen25,model.layers.3.self_attn.k_proj.weight,3,0.1111111111111111,self_attn.k_proj,,15.995967864990234,2.648252248764038,36.48399155309261,53.100347153522435,0.28189605474472046
qwen25,model.layers.3.self_attn.o_proj.weight,3,0.1111111111111111,self_attn.o_proj,,28.45000457763672,1.9509925842285156,212.64415220556478,57.437605334319066,0.19695815443992615
qwen25,model.layers.3.self_attn.q_proj.weight,3,0.1111111111111111,self_attn.q_proj,,42.940738677978516,4.359453201293945,97.02306326207523,53.83507452565299,0.40766817331314087
qwen25,model.layers.3.self_attn.v_proj.weight,3,0.1111111111111111,self_attn.v_proj,,8.547368049621582,0.6946479678153992,151.40327556695033,61.34286840501065,0.002305109053850174
qwen25,model.layers.4.mlp.down_proj.weight,4,0.14814814814814814,mlp.down_proj,,73.50273132324219,3.2186386585235596,521.509841698412,59.74391750959748,0.3459993004798889
qwen25,model.layers.4.mlp.gate_proj.weight,4,0.14814814814814814,mlp.gate_proj,,86.85384368896484,5.040782928466797,296.880787920893,55.84173315335631,0.5590670108795166
qwen25,model.layers.4.mlp.up_proj.weight,4,0.14814814814814814,mlp.up_proj,,78.61991882324219,3.2327234745025635,591.4636627227354,60.28014855279671,0.015481476671993732
qwen25,model.layers.4.self_attn.k_proj.weight,4,0.14814814814814814,self_attn.k_proj,,16.0834903717041,2.1137301921844482,57.897725798968764,56.7115658003855,0.044758155941963196
qwen25,model.layers.4.self_attn.o_proj.weight,4,0.14814814814814814,self_attn.o_proj,,33.84198760986328,2.7962229251861572,146.47656277428806,56.765567689935835,0.01925269141793251
qwen25,model.layers.4.self_attn.q_proj.weight,4,0.14814814814814814,self_attn.q_proj,,43.57186508178711,4.63900089263916,88.21925546936758,54.306681349480044,0.3861432671546936
qwen25,model.layers.4.self_attn.v_proj.weight,4,0.14814814814814814,self_attn.v_proj,,11.232973098754883,1.0970152616500854,104.84895313585139,59.36820602847254,0.016234319657087326
qwen25,model.layers.5.mlp.down_proj.weight,5,0.18518518518518517,mlp.down_proj,,76.15788269042969,3.1241769790649414,594.235327395168,60.1622419114877,0.3629876673221588
qwen25,model.layers.5.mlp.gate_proj.weight,5,0.18518518518518517,mlp.gate_proj,,87.18087768554688,4.030052661895752,467.97325266418585,58.62975501402333,0.2533304691314697
qwen25,model.layers.5.mlp.up_proj.weight,5,0.18518518518518517,mlp.up_proj,,81.86536407470703,3.265556812286377,628.4719624668693,60.48676746830436,0.11445050686597824
qwen25,model.layers.5.self_attn.k_proj.weight,5,0.18518518518518517,self_attn.k_proj,,14.74783992767334,1.693019986152649,75.88093267648553,59.03934906846205,0.06413881480693817
qwen25,model.layers.5.self_attn.o_proj.weight,5,0.18518518518518517,self_attn.o_proj,,33.40947723388672,2.0028281211853027,278.26078065042793,59.781505158776596,0.002218503039330244
qwen25,model.layers.5.self_attn.q_proj.weight,5,0.18518518518518517,self_attn.q_proj,,43.621273040771484,3.5155560970306396,153.96024983088228,57.30265721082711,0.324435830116272
qwen25,model.layers.5.self_attn.v_proj.weight,5,0.18518518518518517,self_attn.v_proj,,10.868807792663574,0.8578317165374756,160.53126152588047,61.50213935386909,0.060266975313425064
qwen25,model.layers.6.mlp.down_proj.weight,6,0.2222222222222222,mlp.down_proj,,73.76317596435547,2.1668429374694824,1158.8423265905803,62.45356095985487,0.0952616035938263
qwen25,model.layers.6.mlp.gate_proj.weight,6,0.2222222222222222,mlp.gate_proj,,86.32235717773438,6.440921306610107,179.6183058225308,49.68743985790307,0.44360053539276123
qwen25,model.layers.6.mlp.up_proj.weight,6,0.2222222222222222,mlp.up_proj,,74.60383605957031,3.0829484462738037,585.5847973715141,59.99442448716865,0.010827702470123768
qwen25,model.layers.6.self_attn.k_proj.weight,6,0.2222222222222222,self_attn.k_proj,,14.851892471313477,1.7929474115371704,68.61648856290496,57.535465137152514,0.18087100982666016
qwen25,model.layers.6.self_attn.o_proj.weight,6,0.2222222222222222,self_attn.o_proj,,31.048444747924805,2.3984603881835938,167.5770731807669,57.28347894744134,0.5459945201873779
qwen25,model.layers.6.self_attn.q_proj.weight,6,0.2222222222222222,self_attn.q_proj,,42.936790466308594,3.656686782836914,137.8743987068075,56.12212912625604,0.17086413502693176
qwen25,model.layers.6.self_attn.v_proj.weight,6,0.2222222222222222,self_attn.v_proj,,9.872626304626465,0.89574134349823,121.47870609992765,60.435392251902314,0.069564588367939
qwen25,model.layers.7.mlp.down_proj.weight,7,0.25925925925925924,mlp.down_proj,,72.66047668457031,2.2913546562194824,1005.5689536107092,62.055157361668904,0.06107154116034508
qwen25,model.layers.7.mlp.gate_proj.weight,7,0.25925925925925924,mlp.gate_proj,,85.59629821777344,5.4260687828063965,248.85099229773343,56.07197445692224,0.2665567398071289
qwen25,model.layers.7.mlp.up_proj.weight,7,0.25925925925925924,mlp.up_proj,,77.9426040649414,3.254960536956787,573.4008968125218,60.05859695736712,0.24476537108421326
qwen25,model.layers.7.self_attn.k_proj.weight,7,0.25925925925925924,self_attn.k_proj,,13.149075508117676,1.4549583196640015,81.67503592222356,58.272497075067925,0.24743644893169403
qwen25,model.layers.7.self_attn.o_proj.weight,7,0.25925925925925924,self_attn.o_proj,,29.018146514892578,1.4450057744979858,403.2739537074195,61.12195741069183,0.05413243919610977
qwen25,model.layers.7.self_attn.q_proj.weight,7,0.25925925925925924,self_attn.q_proj,,41.16621017456055,3.3559205532073975,150.47294888343677,56.69880332680179,0.12369998544454575
qwen25,model.layers.7.self_attn.v_proj.weight,7,0.25925925925925924,self_attn.v_proj,,8.784067153930664,0.6409357786178589,187.8288343299966,62.06513006197192,0.012060260400176048
qwen25,model.layers.8.mlp.down_proj.weight,8,0.2962962962962963,mlp.down_proj,,75.44454956054688,2.181551218032837,1195.9827408785204,62.48945638654788,0.10861745476722717
qwen25,model.layers.8.mlp.gate_proj.weight,8,0.2962962962962963,mlp.gate_proj,,84.93120574951172,5.020785808563232,286.14831356277614,57.102476580137825,0.21360567212104797
qwen25,model.layers.8.mlp.up_proj.weight,8,0.2962962962962963,mlp.up_proj,,78.70205688476562,3.2201671600341797,597.3313826265228,60.78915398062971,0.02585257962346077
qwen25,model.layers.8.self_attn.k_proj.weight,8,0.2962962962962963,self_attn.k_proj,,13.854519844055176,1.494084119796753,85.98701215814795,59.3203265742722,0.2337924838066101
qwen25,model.layers.8.self_attn.o_proj.weight,8,0.2962962962962963,self_attn.o_proj,,29.448057174682617,1.7976696491241455,268.34500957020185,59.32507883545741,0.03838316351175308
qwen25,model.layers.8.self_attn.q_proj.weight,8,0.2962962962962963,self_attn.q_proj,,41.36481857299805,3.4850597381591797,140.87755123418512,56.372850420565904,0.0927976667881012
qwen25,model.layers.8.self_attn.v_proj.weight,8,0.2962962962962963,self_attn.v_proj,,9.142302513122559,0.7550522089004517,146.60784517853148,61.1254257903317,0.04417518898844719
qwen25,model.layers.9.mlp.down_proj.weight,9,0.3333333333333333,mlp.down_proj,,68.4178237915039,2.7310216426849365,627.6076501391074,61.16936591559926,0.28330206871032715
qwen25,model.layers.9.mlp.gate_proj.weight,9,0.3333333333333333,mlp.gate_proj,,88.97085571289062,8.363468170166016,113.16775965351214,47.24778655733738,0.7750773429870605
qwen25,model.layers.9.mlp.up_proj.weight,9,0.3333333333333333,mlp.up_proj,,71.91483306884766,2.893544912338257,617.6984307461754,61.21006856967775,0.07552777230739594
qwen25,model.layers.9.self_attn.k_proj.weight,9,0.3333333333333333,self_attn.k_proj,,13.231334686279297,1.4868983030319214,79.18533866580378,58.5484849283699,0.19148260354995728
qwen25,model.layers.9.self_attn.o_proj.weight,9,0.3333333333333333,self_attn.o_proj,,28.84861946105957,1.5555731058120728,343.92933335126673,60.95489258146014,0.10814103484153748
qwen25,model.layers.9.self_attn.q_proj.weight,9,0.3333333333333333,self_attn.q_proj,,41.67171096801758,3.6217494010925293,132.38716145346731,56.79507940452458,0.11175737529993057
qwen25,model.layers.9.self_attn.v_proj.weight,9,0.3333333333333333,self_attn.v_proj,,8.09050464630127,0.6090667247772217,176.4499244325818,62.05870828784733,0.06945845484733582
qwen3,model.layers.0.mlp.down_proj.weight,0,0.0,mlp.down_proj,,34.689842224121094,2.210256576538086,246.33111136417565,57.54045853250362,0.11008148640394211
qwen3,model.layers.0.mlp.gate_proj.weight,0,0.0,mlp.gate_proj,,38.62599563598633,4.726799488067627,66.77670944754283,52.44388486127966,0.4463482201099396
qwen3,model.layers.0.mlp.up_proj.weight,0,0.0,mlp.up_proj,,38.657310485839844,4.095956325531006,89.07434481138867,54.229865104316936,0.41098570823669434
qwen3,model.layers.0.self_attn.k_proj.weight,0,0.0,self_attn.k_proj,,8.861867904663086,2.3300211429595947,14.465412428159155,36.3775628350112,0.005849761888384819
qwen3,model.layers.0.self_attn.o_proj.weight,0,0.0,self_attn.o_proj,,17.408157348632812,1.7654043436050415,97.23379254597667,53.65761184518632,0.06553788483142853
qwen3,model.layers.0.self_attn.q_proj.weight,0,0.0,self_attn.q_proj,,18.989503860473633,4.644306182861328,16.71804727777016,33.26710442563331,0.04248761758208275
qwen3,model.layers.0.self_attn.v_proj.weight,0,0.0,self_attn.v_proj,,7.517702579498291,0.9164341688156128,67.2926657890322,53.248105926262674,0.07922852039337158
qwen3,model.layers.1.mlp.down_proj.weight,1,0.02857142857142857,mlp.down_proj,,24.338294982910156,5.697506904602051,18.247802871893338,22.024893533921656,0.5432093143463135
qwen3,model.layers.1.mlp.gate_proj.weight,1,0.02857142857142857,mlp.gate_proj,,27.1010684967041,6.961698055267334,15.154529648492284,32.568940813018116,0.08285896480083466
qwen3,model.layers.1.mlp.up_proj.weight,1,0.02857142857142857,mlp.up_proj,,23.30265235900879,4.682814598083496,24.76263095579506,35.431405268000496,0.3070887327194214
