pair,key,layer_idx,rel_depth,sub_module,shape,numel,norm_llm,norm_delta,rel_diff
qwen25,model.layers.24.mlp.down_proj.weight,24,0.8888888888888888,mlp.down_proj,3584x18944,67895296,140.046142578125,74.7094955444336,0.5334634297603503
qwen25,model.layers.24.mlp.gate_proj.weight,24,0.8888888888888888,mlp.gate_proj,18944x3584,67895296,134.7144012451172,79.6141357421875,0.590984594121656
qwen25,model.layers.24.mlp.up_proj.weight,24,0.8888888888888888,mlp.up_proj,18944x3584,67895296,141.9132537841797,81.3550796508789,0.5732733023978361
qwen25,model.layers.24.post_attention_layernorm.weight,24,0.8888888888888888,post_attention_layernorm,3584,3584,88.25456237792969,1.7327574491500854,0.019633630290182096
qwen25,model.layers.24.self_attn.k_proj.bias,24,0.8888888888888888,self_attn.k_proj.bias,512,512,15.423946380615234,1.610007405281067,0.1043836230722715
qwen25,model.layers.24.self_attn.k_proj.weight,24,0.8888888888888888,self_attn.k_proj,512x3584,1835008,19.462905883789062,11.768062591552734,0.604640574322179
qwen25,model.layers.24.self_attn.o_proj.weight,24,0.8888888888888888,self_attn.o_proj,3584x3584,12845056,65.2364273071289,36.08599090576172,0.5531570687626898
qwen25,model.layers.24.self_attn.q_proj.bias,24,0.8888888888888888,self_attn.q_proj.bias,3584,3584,93.6589126586914,0.5724873542785645,0.006112470645103507
qwen25,model.layers.24.self_attn.q_proj.weight,24,0.8888888888888888,self_attn.q_proj,3584x3584,12845056,56.73692321777344,42.365386962890625,0.7466987027174434
qwen25,model.layers.24.self_attn.v_proj.bias,24,0.8888888888888888,self_attn.v_proj.bias,512,512,7.154875755310059,0.06233439967036247,0.008712156828733247
qwen25,model.layers.24.self_attn.v_proj.weight,24,0.8888888888888888,self_attn.v_proj,512x3584,1835008,31.0537109375,11.872106552124023,0.38230878673464574
qwen25,model.layers.25.input_layernorm.weight,25,0.9259259259259259,input_layernorm,3584,3584,63.05812454223633,0.762755811214447,0.012096075117228601
qwen25,model.layers.25.mlp.down_proj.weight,25,0.9259259259259259,mlp.down_proj,3584x18944,67895296,142.7832489013672,78.45098876953125,0.5494411240335635
