pair,key,layer_idx,rel_depth,sub_module,shape,numel,norm_llm,norm_delta,rel_diff
qwen3,lm_head.weight,-1,-1.0,lm_head,151936x4096,622329856,572.2630615234375,134.94248962402344,0.23580499720668543
qwen3,model.embed_tokens.weight,-1,-1.0,embed_tokens,151936x4096,622329856,489.4880676269531,95.1435317993164,0.19437354675584625
qwen3,model.layers.0.input_layernorm.weight,0,0.0,input_layernorm,4096,4096,0.7312478423118591,0.06288627535104752,0.08599857902107569
qwen3,model.layers.0.mlp.down_proj.weight,0,0.0,mlp.down_proj,4096x12288,50331648,187.32583618164062,34.689842224121094,0.1851845048778219
qwen3,model.layers.0.mlp.gate_proj.weight,0,0.0,mlp.gate_proj,12288x4096,50331648,180.13546752929688,38.62599563598633,0.21442748707832493
qwen3,model.layers.0.mlp.up_proj.weight,0,0.0,mlp.up_proj,12288x4096,50331648,169.760009765625,38.657310485839844,0.22771741436166923
qwen3,model.layers.0.post_attention_layernorm.weight,0,0.0,post_attention_layernorm,4096,4096,7.869874477386475,0.8442109823226929,0.1072712131239797
qwen3,model.layers.0.self_attn.k_norm.weight,0,0.0,self_attn.k_norm,128,128,42.29246520996094,0.8291921615600586,0.019606143965444772
qwen3,model.layers.0.self_attn.k_proj.weight,0,0.0,self_attn.k_proj,1024x4096,4194304,58.98127746582031,8.861867904663086,0.1502488295510138
qwen3,model.layers.0.self_attn.o_proj.weight,0,0.0,self_attn.o_proj,4096x4096,16777216,101.2233657836914,17.408157348632812,0.1719776576668381
qwen3,model.layers.0.self_attn.q_norm.weight,0,0.0,self_attn.q_norm,128,128,20.200284957885742,0.5522375106811523,0.027338104973889048
qwen3,model.layers.0.self_attn.q_proj.weight,0,0.0,self_attn.q_proj,4096x4096,16777216,106.56937408447266,18.989503860473633,0.17818912819570024
qwen3,model.layers.0.self_attn.v_proj.weight,0,0.0,self_attn.v_proj,1024x4096,4194304,52.104591369628906,7.517702579498291,0.14428100061600835
qwen3,model.layers.1.input_layernorm.weight,1,0.02857142857142857,input_layernorm,4096,4096,1.7231833934783936,0.17027968168258667,0.0988169235654381
qwen3,model.layers.1.mlp.down_proj.weight,1,0.02857142857142857,mlp.down_proj,4096x12288,50331648,118.87561798095703,24.338294982910156,0.20473748440835837
qwen3,model.layers.1.mlp.gate_proj.weight,1,0.02857142857142857,mlp.gate_proj,12288x4096,50331648,150.5590057373047,27.1010684967041,0.18000297201742976
qwen3,model.layers.1.mlp.up_proj.weight,1,0.02857142857142857,mlp.up_proj,12288x4096,50331648,103.64915466308594,23.30265235900879,0.22482240626809374
qwen3,model.layers.1.post_attention_layernorm.weight,1,0.02857142857142857,post_attention_layernorm,4096,4096,24.005945205688477,1.0128328800201416,0.042190918597120666
qwen3,model.layers.1.self_attn.k_norm.weight,1,0.02857142857142857,self_attn.k_norm,128,128,22.303003311157227,0.2760807275772095,0.012378634559906928
qwen3,model.layers.1.self_attn.k_proj.weight,1,0.02857142857142857,self_attn.k_proj,1024x4096,4194304,51.49870681762695,11.43932819366455,0.22212845526732922
qwen3,model.layers.1.self_attn.o_proj.weight,1,0.02857142857142857,self_attn.o_proj,4096x4096,16777216,103.32748413085938,19.742338180541992,0.19106570092754077
qwen3,model.layers.1.self_attn.q_norm.weight,1,0.02857142857142857,self_attn.q_norm,128,128,18.55380630493164,0.26621875166893005,0.014348470998005868
qwen3,model.layers.1.self_attn.q_proj.weight,1,0.02857142857142857,self_attn.q_proj,4096x4096,16777216,94.09603118896484,22.055761337280273,0.23439629768217976
qwen3,model.layers.1.self_attn.v_proj.weight,1,0.02857142857142857,self_attn.v_proj,1024x4096,4194304,54.88353729248047,9.780529975891113,0.17820516785879859
qwen3,model.layers.2.input_layernorm.weight,2,0.05714285714285714,input_layernorm,4096,4096,2.754183053970337,0.16108039021492004,0.05848572409982409
qwen3,model.layers.2.mlp.down_proj.weight,2,0.05714285714285714,mlp.down_proj,4096x12288,50331648,116.32303619384766,22.494382858276367,0.19337857396354738
qwen3,model.layers.2.mlp.gate_proj.weight,2,0.05714285714285714,mlp.gate_proj,12288x4096,50331648,126.54078674316406,25.2866153717041,0.19982976258103693
qwen3,model.layers.2.mlp.up_proj.weight,2,0.05714285714285714,mlp.up_proj,12288x4096,50331648,113.73963928222656,22.77130699157715,0.20020554958042222
qwen3,model.layers.2.post_attention_layernorm.weight,2,0.05714285714285714,post_attention_layernorm,4096,4096,36.330169677734375,0.7865257859230042,0.021649383773867735
qwen3,model.layers.2.self_attn.k_norm.weight,2,0.05714285714285714,self_attn.k_norm,128,128,19.323497772216797,0.21403434872627258,0.011076377126402541
qwen3,model.layers.2.self_attn.k_proj.weight,2,0.05714285714285714,self_attn.k_proj,1024x4096,4194304,54.177799224853516,11.028520584106445,0.20356162010817197
qwen3,model.layers.2.self_attn.o_proj.weight,2,0.05714285714285714,self_attn.o_proj,4096x4096,16777216,104.95137786865234,20.159128189086914,0.19208064342248327
qwen3,model.layers.2.self_attn.q_norm.weight,2,0.05714285714285714,self_attn.q_norm,128,128,18.27884292602539,0.18917641043663025,0.010349474045060102
qwen3,model.layers.2.self_attn.q_proj.weight,2,0.05714285714285714,self_attn.q_proj,4096x4096,16777216,102.22962188720703,22.015993118286133,0.21535825636308262
qwen3,model.layers.2.self_attn.v_proj.weight,2,0.05714285714285714,self_attn.v_proj,1024x4096,4194304,56.4478645324707,10.0464448928833,0.1779774128940564
qwen3,model.layers.3.input_layernorm.weight,3,0.08571428571428572,input_layernorm,4096,4096,3.2982547283172607,0.2125818282365799,0.06445282300710509
qwen3,model.layers.3.mlp.down_proj.weight,3,0.08571428571428572,mlp.down_proj,4096x12288,50331648,135.2230987548828,27.36463737487793,0.20236658993062612
qwen3,model.layers.3.mlp.gate_proj.weight,3,0.08571428571428572,mlp.gate_proj,12288x4096,50331648,168.82057189941406,31.100889205932617,0.1842245222606106
qwen3,model.layers.3.mlp.up_proj.weight,3,0.08571428571428572,mlp.up_proj,12288x4096,50331648,124.0797119140625,27.783639907836914,0.22391766936950852
qwen3,model.layers.3.post_attention_layernorm.weight,3,0.08571428571428572,post_attention_layernorm,4096,4096,30.40863037109375,1.062446117401123,0.03493896648535271
qwen3,model.layers.3.self_attn.k_norm.weight,3,0.08571428571428572,self_attn.k_norm,128,128,20.99725914001465,0.25765693187713623,0.01227097928158239
qwen3,model.layers.3.self_attn.k_proj.weight,3,0.08571428571428572,self_attn.k_proj,1024x4096,4194304,52.77582550048828,12.013018608093262,0.2276235093278099
qwen3,model.layers.3.self_attn.o_proj.weight,3,0.08571428571428572,self_attn.o_proj,4096x4096,16777216,106.15252685546875,20.584753036499023,0.19391675022984667
qwen3,model.layers.3.self_attn.q_norm.weight,3,0.08571428571428572,self_attn.q_norm,128,128,19.74064064025879,0.2742035984992981,0.013890309007504603
qwen3,model.layers.3.self_attn.q_proj.weight,3,0.08571428571428572,self_attn.q_proj,4096x4096,16777216,101.20526885986328,23.626455307006836,0.23345084275920328
qwen3,model.layers.3.self_attn.v_proj.weight,3,0.08571428571428572,self_attn.v_proj,1024x4096,4194304,57.324058532714844,10.681968688964844,0.18634355212076695
qwen3,model.layers.4.input_layernorm.weight,4,0.11428571428571428,input_layernorm,4096,4096,4.5426435470581055,0.21728768944740295,0.047832872466544774
qwen3,model.layers.4.mlp.down_proj.weight,4,0.11428571428571428,mlp.down_proj,4096x12288,50331648,162.13119506835938,31.42594337463379,0.1938303320430326
qwen3,model.layers.4.mlp.gate_proj.weight,4,0.11428571428571428,mlp.gate_proj,12288x4096,50331648,228.45590209960938,37.313507080078125,0.16332914464958323
qwen3,model.layers.4.mlp.up_proj.weight,4,0.11428571428571428,mlp.up_proj,12288x4096,50331648,153.32044982910156,31.688629150390625,0.20668233875984784
qwen3,model.layers.4.post_attention_layernorm.weight,4,0.11428571428571428,post_attention_layernorm,4096,4096,24.902257919311523,0.9824900031089783,0.039453852188522404
qwen3,model.layers.4.self_attn.k_norm.weight,4,0.11428571428571428,self_attn.k_norm,128,128,22.817270278930664,0.4128822386264801,0.0180951636010436
qwen3,model.layers.4.self_attn.k_proj.weight,4,0.11428571428571428,self_attn.k_proj,1024x4096,4194304,54.64529800415039,11.190886497497559,0.20479138930942592
qwen3,model.layers.4.self_attn.o_proj.weight,4,0.11428571428571428,self_attn.o_proj,4096x4096,16777216,108.41720581054688,19.77564811706543,0.18240322621505567
qwen3,model.layers.4.self_attn.q_norm.weight,4,0.11428571428571428,self_attn.q_norm,128,128,19.46818733215332,0.4021490514278412,0.020656728054165515
qwen3,model.layers.4.self_attn.q_proj.weight,4,0.11428571428571428,self_attn.q_proj,4096x4096,16777216,104.40249633789062,22.490116119384766,0.21541741728662542
qwen3,model.layers.4.self_attn.v_proj.weight,4,0.11428571428571428,self_attn.v_proj,1024x4096,4194304,57.758731842041016,9.73890209197998,0.1686135027793546
qwen3,model.layers.5.input_layernorm.weight,5,0.14285714285714285,input_layernorm,4096,4096,4.575265407562256,0.1882067173719406,0.04113569391206507
qwen3,model.layers.5.mlp.down_proj.weight,5,0.14285714285714285,mlp.down_proj,4096x12288,50331648,173.98553466796875,33.17488098144531,0.1906760872089495
qwen3,model.layers.5.mlp.gate_proj.weight,5,0.14285714285714285,mlp.gate_proj,12288x4096,50331648,235.38992309570312,38.009891510009766,0.16147629010676035
qwen3,model.layers.5.mlp.up_proj.weight,5,0.14285714285714285,mlp.up_proj,12288x4096,50331648,172.67465209960938,33.02525329589844,0.19125710053174125
qwen3,model.layers.5.post_attention_layernorm.weight,5,0.14285714285714285,post_attention_layernorm,4096,4096,19.454139709472656,0.6726446151733398,0.034575911616683525
qwen3,model.layers.5.self_attn.k_norm.weight,5,0.14285714285714285,self_attn.k_norm,128,128,40.58705139160156,0.34421306848526,0.00848085920714324
qwen3,model.layers.5.self_attn.k_proj.weight,5,0.14285714285714285,self_attn.k_proj,1024x4096,4194304,53.41074752807617,10.742053985595703,0.20112158100668745
qwen3,model.layers.5.self_attn.o_proj.weight,5,0.14285714285714285,self_attn.o_proj,4096x4096,16777216,104.9649658203125,18.49775505065918,0.1762278957183212
